index,modelname,resolution,orig_graph_orig_img,orig_graph_adv_img,adv_graph_orig_img,adv_graph_adv_img
93,base-l,I,"[0.7021878361701965, 0.6554234027862549, 0.48473209142684937, 0.4570162296295166, 0.278982937335968]","[0.04060733690857887, 0.04184155911207199, 0.45677152276039124, 0.4336678683757782, 0.28733736276626587]","[0.008785037323832512, 0.02153259888291359, 0.41128480434417725, 0.29115745425224304, 0.32085973024368286]","[0.010579075664281845, 0.26854610443115234, 0.12778042256832123, 0.13692764937877655, 0.2033085823059082]"
20,base-l,I,"[0.03413359075784683, 0.5033901333808899, 0.8493690490722656, 0.6730638146400452, 0.9407666921615601]","[0.5951628684997559, 0.7797892093658447, 0.6916717886924744, 0.3611246645450592, 0.3018580377101898]","[0.3593595623970032, 0.4720376133918762, 0.4031529426574707, 0.3468327522277832, 0.012077638879418373]","[0.46975305676460266, 0.4661676287651062, 0.1674596518278122, 0.4554476737976074, 0.3727285861968994]"
83,base-l,I,"[0.4656696021556854, 0.50074303150177, 0.4714362323284149, 0.4899463653564453, 0.4654531478881836]","[0.5460218191146851, 0.4976498782634735, 0.4960261583328247, 0.4881666302680969, 0.48947975039482117]","[0.26307493448257446, 0.4163540005683899, 0.2640199661254883, 0.45602941513061523, 0.307842493057251]","[0.3455576002597809, 0.31366685032844543, 0.2560487687587738, 0.3581460416316986, 0.4211012125015259]"
47,base-l,I,"[0.04846293479204178, 0.39829811453819275, 0.05772414058446884, 0.6968467831611633, 0.5198907852172852]","[0.16760408878326416, 0.4017796516418457, 0.7610193490982056, 0.018801618367433548, 0.6038670539855957]","[0.444480836391449, 0.4173157513141632, 0.8061026334762573, 0.24303774535655975, 0.23720407485961914]","[0.7499058842658997, 0.24291576445102692, 0.19198736548423767, 0.9064732789993286, 0.013261212036013603]"
62,base-l,I,"[0.12449795007705688, 0.130504310131073, 0.1634075939655304, 0.13893423974514008, 0.2571988105773926]","[0.16489243507385254, 0.098818838596344, 0.42955851554870605, 0.47787806391716003, 0.3579912483692169]","[0.19798648357391357, 0.260566383600235, 0.313001811504364, 0.2741215229034424, 0.4220108985900879]","[0.2912171483039856, 0.35562118887901306, 0.3813510835170746, 0.48616528511047363, 0.43408679962158203]"
17,base-l,I,"[0.41411465406417847, 0.4762880802154541, 0.451632559299469, 0.33388203382492065, 0.25174739956855774]","[0.5048613548278809, 0.4296656548976898, 0.5419148206710815, 0.3166967034339905, 0.36652639508247375]","[0.23774629831314087, 0.1081792414188385, 0.10236699134111404, 0.15299181640148163, 0.1864766627550125]","[0.3274918794631958, 0.2694880962371826, 0.17272041738033295, 0.08897822350263596, 0.45418286323547363]"
44,base-l,I,"[0.2915360927581787, 0.3201104700565338, 0.4778742790222168, 0.7194368243217468, 0.5685771703720093]","[0.7375908493995667, 0.5902736186981201, 0.4672684967517853, 0.45235955715179443, 0.5205991268157959]","[0.8578857779502869, 0.4812418818473816, 0.24962182343006134, 0.27979910373687744, 0.31997260451316833]","[0.37114131450653076, 0.15046578645706177, 0.4934915602207184, 0.49114829301834106, 0.7696756720542908]"
76,base-l,I,"[0.8552531003952026, 0.6761232614517212, 0.87539142370224, 0.6584358215332031, 0.8961118459701538]","[0.7007901668548584, 0.6984511017799377, 0.8561996817588806, 0.007595361210405827, 0.3870483934879303]","[0.006673750467598438, 0.008796507492661476, 0.015270618721842766, 0.02218320220708847, 0.014083938673138618]","[0.17435526847839355, 0.32531100511550903, 0.013181999325752258, 0.782568097114563, 0.4748228192329407]"
69,base-l,I,"[0.15189310908317566, 0.2198319137096405, 0.2878349721431732, 0.04129576310515404, 0.06445777416229248]","[0.10719914734363556, 0.6153260469436646, 0.03414595499634743, 0.43376076221466064, 0.29643261432647705]","[0.47071948647499084, 0.36852291226387024, 0.28509965538978577, 0.4010893702507019, 0.2982589900493622]","[0.44127586483955383, 0.2219552844762802, 0.41935795545578003, 0.41798824071884155, 0.6352875232696533]"
54,base-l,I,"[0.4865168333053589, 0.7061809301376343, 0.5006323456764221, 0.34563928842544556, 0.41672074794769287]","[0.31423529982566833, 0.31795814633369446, 0.2276773750782013, 0.23651719093322754, 0.31041163206100464]","[0.010141989216208458, 0.010836176574230194, 0.033546872437000275, 0.003854909911751747, 0.003225344466045499]","[0.2911381125450134, 0.31380462646484375, 0.3740883469581604, 0.20322008430957794, 0.14710287749767303]"
74,base-l,I,"[0.02598998136818409, 0.13365799188613892, 0.003539265599101782, 0.23652255535125732, 0.29274943470954895]","[0.040102045983076096, 0.017201600596308708, 0.018691519275307655, 0.010978407226502895, 0.04503374174237251]","[0.3669474720954895, 0.4635615050792694, 0.07510700821876526, 0.5207211971282959, 0.5056493878364563]","[0.43505024909973145, 0.4811570644378662, 0.4486329257488251, 0.4595334231853485, 0.408258855342865]"
31,base-l,I,"[0.05534229427576065, 0.03141874819993973, 0.15470995008945465, 0.22378461062908173, 0.08436943590641022]","[0.044978611171245575, 0.1378576159477234, 0.0787854865193367, 0.05485998094081879, 0.0710582509636879]","[0.010665244422852993, 0.005227456334978342, 0.04726455733180046, 0.07622584700584412, 0.03618360683321953]","[0.014328728429973125, 0.02374396100640297, 0.01584511809051037, 0.020359264686703682, 0.018712785094976425]"
59,base-l,I,"[0.15361329913139343, 0.1736667901277542, 0.059063300490379333, 0.21829840540885925, 0.1708373725414276]","[0.09736473858356476, 0.05674180015921593, 0.05200028419494629, 0.21002808213233948, 0.05567155405879021]","[0.3373027443885803, 0.6195335984230042, 0.2936544418334961, 0.18612124025821686, 0.44176316261291504]","[0.3385821580886841, 0.22392261028289795, 0.29636508226394653, 0.16114948689937592, 0.30637139081954956]"
27,base-l,I,"[0.24316298961639404, 0.41084256768226624, 0.474599152803421, 0.4758254885673523, 0.41321173310279846]","[0.464430570602417, 0.45041969418525696, 0.4199376702308655, 0.41982501745224, 0.40562906861305237]","[0.001659501576796174, 0.48064810037612915, 0.12112484872341156, 0.05180481821298599, 0.05430319532752037]","[0.49349403381347656, 0.4844019114971161, 0.4903404116630554, 0.44267675280570984, 0.4399910271167755]"
98,base-l,I,"[0.46958285570144653, 0.10289280861616135, 0.7382657527923584, 0.5845440626144409, 0.8873924016952515]","[0.6363508701324463, 0.044503241777420044, 0.018453143537044525, 0.11965644359588623, 0.03675881400704384]","[0.42544981837272644, 0.4627392292022705, 0.11392693966627121, 0.5617468953132629, 0.006181342992931604]","[0.4091188311576843, 0.7058886289596558, 0.6553272008895874, 0.4378844201564789, 0.8319475650787354]"
53,base-l,I,"[0.3438616693019867, 0.36800485849380493, 0.3216294050216675, 0.35658007860183716, 0.0780341625213623]","[0.03125384822487831, 0.1273910254240036, 0.31095466017723083, 0.26303359866142273, 0.17318058013916016]","[0.005038465838879347, 0.027738122269511223, 0.00611473061144352, 0.007084060925990343, 0.0019543059170246124]","[0.34060999751091003, 0.0012093705590814352, 0.0018950526136904955, 0.0031777801923453808, 0.02436405047774315]"
80,base-l,I,"[0.24503833055496216, 0.046964388340711594, 0.0440058596432209, 0.05567431077361107, 0.08349554985761642]","[0.10809827595949173, 0.040906183421611786, 0.09814521670341492, 0.09742466360330582, 0.07805432379245758]","[0.060419730842113495, 0.05526161938905716, 0.18543022871017456, 0.07941387593746185, 0.20426248013973236]","[0.43051713705062866, 0.21226312220096588, 0.5009492039680481, 0.3886314928531647, 0.31648650765419006]"
96,base-l,I,"[0.13563834130764008, 0.04293161630630493, 0.5511940717697144, 0.43382447957992554, 0.5250605940818787]","[0.01230054721236229, 0.009621535427868366, 0.05631930008530617, 0.00499592674896121, 0.00642161350697279]","[0.5629519820213318, 0.38352900743484497, 0.02137667126953602, 0.47521549463272095, 0.13275998830795288]","[0.8559017777442932, 0.889998197555542, 0.7297511100769043, 0.9540693759918213, 0.7962591648101807]"
3,base-l,I,"[0.5547807216644287, 0.5820813179016113, 0.5322461128234863, 0.5045461654663086, 0.3203016519546509]","[0.6513020396232605, 0.5522951483726501, 0.21851623058319092, 0.6777855157852173, 0.3906368613243103]","[0.22418761253356934, 0.49050337076187134, 0.3706135153770447, 0.3320363163948059, 0.21855340898036957]","[0.7205344438552856, 0.5109266638755798, 0.2991810739040375, 0.7596263885498047, 0.37700843811035156]"
26,base-l,I,"[0.4206300675868988, 0.36140573024749756, 0.1678577959537506, 0.38667213916778564, 0.3642372786998749]","[0.13873416185379028, 0.21794670820236206, 0.4009694457054138, 0.33635756373405457, 0.4177115261554718]","[0.002747894963249564, 0.003678402863442898, 0.04700140282511711, 0.005553498398512602, 0.005017704330384731]","[0.00854283757507801, 0.016138684004545212, 0.010410645976662636, 0.011428071185946465, 0.010612720623612404]"
2,base-l,I,"[0.5209758281707764, 0.7582299113273621, 0.32434341311454773, 0.4660499691963196, 0.4579174816608429]","[0.45420587062835693, 0.3988731801509857, 0.14106716215610504, 0.41627076268196106, 0.5970072746276855]","[0.5331425666809082, 0.8312444686889648, 0.3320980370044708, 0.21805571019649506, 0.3352997899055481]","[0.42420026659965515, 0.5481563210487366, 0.26230454444885254, 0.3355124890804291, 0.7387591600418091]"
75,base-l,I,"[0.47719499468803406, 0.4761628806591034, 0.4688391089439392, 0.4966885447502136, 0.48850008845329285]","[0.45749950408935547, 0.08137679100036621, 0.045484788715839386, 0.30299389362335205, 0.5254823565483093]","[0.4072810113430023, 0.12336455285549164, 0.19111250340938568, 0.07214674353599548, 0.13133442401885986]","[0.1453603059053421, 0.4791530966758728, 0.28467854857444763, 0.08964116871356964, 0.35718807578086853]"
1,base-l,I,"[0.4782809913158417, 0.48377254605293274, 0.5161551833152771, 0.48587337136268616, 0.490668386220932]","[0.4733973443508148, 0.4835074841976166, 0.495678573846817, 0.4721635580062866, 0.4674341678619385]","[0.44577425718307495, 0.49276676774024963, 0.4483442008495331, 0.44571825861930847, 0.4786984622478485]","[0.47089728713035583, 0.47498372197151184, 0.4392266571521759, 0.46029365062713623, 0.4640899896621704]"
51,base-l,I,"[0.32311129570007324, 0.4131084084510803, 0.10849840193986893, 0.04211273416876793, 0.08357922732830048]","[0.36269012093544006, 0.31165874004364014, 0.25116679072380066, 0.12435402721166611, 0.28998085856437683]","[0.0013806999195367098, 0.0038501436356455088, 0.002363149542361498, 0.002380644902586937, 0.000897180987522006]","[0.00918952003121376, 0.0004392050614114851, 0.0001455954770790413, 0.0006251667509786785, 0.0013640703400596976]"
78,base-l,I,"[0.13620106875896454, 0.3738212585449219, 0.12835536897182465, 0.2006884068250656, 0.41704678535461426]","[0.20677001774311066, 0.058084674179553986, 0.012233554385602474, 0.14337749779224396, 0.029085248708724976]","[0.5176704525947571, 0.07498694956302643, 0.19143572449684143, 0.178395077586174, 0.1134083941578865]","[0.38750484585762024, 0.7053307294845581, 0.23734089732170105, 0.3664745092391968, 0.8718802332878113]"
81,base-l,I,"[0.485931932926178, 0.41289031505584717, 0.48924025893211365, 0.4505980312824249, 0.3896569609642029]","[0.46979832649230957, 0.028316326439380646, 0.4465768039226532, 0.4902283847332001, 0.3091813325881958]","[0.23360764980316162, 0.19799384474754333, 0.19264312088489532, 0.28140226006507874, 0.31706956028938293]","[0.18159185349941254, 0.2431618869304657, 0.2284790575504303, 0.4305296540260315, 0.1504274308681488]"
11,base-l,I,"[0.5351627469062805, 0.49667078256607056, 0.4004599452018738, 0.4606495499610901, 0.5984933376312256]","[0.37675970792770386, 0.42014333605766296, 0.1554708480834961, 0.25606268644332886, 0.6167321801185608]","[0.025247585028409958, 0.01469255518168211, 0.03004799783229828, 0.04596232995390892, 0.03009004332125187]","[0.04221096262335777, 0.03560221940279007, 0.4490709602832794, 0.02283131144940853, 0.09589848667383194]"
60,base-l,I,"[0.1403287649154663, 0.04906289651989937, 0.11299197375774384, 0.3638402819633484, 0.4462791085243225]","[0.30091020464897156, 0.1610562950372696, 0.10107995569705963, 0.3725678324699402, 0.1741229146718979]","[0.474513977766037, 0.49335968494415283, 0.3883148431777954, 0.12052907794713974, 0.060550086200237274]","[0.03803214430809021, 0.020540552213788033, 0.05585477128624916, 0.13643322885036469, 0.007143110502511263]"
66,base-l,I,"[0.45532238483428955, 0.4266175329685211, 0.4054734408855438, 0.351515531539917, 0.23499727249145508]","[0.4635029435157776, 0.4356215000152588, 0.4059706926345825, 0.16932058334350586, 0.4564676880836487]","[0.41219019889831543, 0.42551830410957336, 0.43362003564834595, 0.09374874830245972, 0.5027397274971008]","[0.4547520875930786, 0.4266260862350464, 0.22308215498924255, 0.5190008878707886, 0.4680040776729584]"
70,base-l,I,"[0.5333001613616943, 0.5195088982582092, 0.6178021430969238, 0.5089612007141113, 0.4893718957901001]","[0.47580403089523315, 0.4810713231563568, 0.6993582248687744, 0.5346662998199463, 0.49105405807495117]","[0.4533149003982544, 0.3642656207084656, 0.38911476731300354, 0.40173667669296265, 0.44923916459083557]","[0.403585284948349, 0.4369768500328064, 0.42398935556411743, 0.7397485375404358, 0.47757264971733093]"
4,base-l,I,"[0.3546247184276581, 0.03573564440011978, 0.033818960189819336, 0.01946314424276352, 0.3804478049278259]","[0.023923218250274658, 0.020556513220071793, 0.01332909893244505, 0.08204256743192673, 0.05159963294863701]","[0.1152641698718071, 0.5111629962921143, 0.5115615725517273, 0.47425100207328796, 0.006448169704526663]","[0.541334331035614, 0.4269161522388458, 0.4997786581516266, 0.46018174290657043, 0.4822790026664734]"
50,base-l,I,"[0.282929003238678, 0.33159834146499634, 0.25830796360969543, 0.40352579951286316, 0.009896526113152504]","[0.16108086705207825, 0.38497495651245117, 0.10427282005548477, 0.0874907374382019, 0.3197721838951111]","[0.16129986941814423, 0.2217562049627304, 0.018132461234927177, 0.26311200857162476, 0.17710161209106445]","[0.06488613784313202, 0.2851201295852661, 0.018062863498926163, 0.022824857383966446, 0.2854665219783783]"
6,base-l,I,"[0.5886660814285278, 0.4569682776927948, 0.17550961673259735, 0.5826264023780823, 0.015567438676953316]","[0.04654750972986221, 0.016801506280899048, 0.0968896746635437, 0.10068240761756897, 0.014935769140720367]","[0.58831787109375, 0.3492063283920288, 0.5131962895393372, 0.16147351264953613, 0.8900900483131409]","[0.896224856376648, 0.8351173400878906, 0.7891895771026611, 0.681061327457428, 0.8339827656745911]"
15,base-l,I,"[0.7911175489425659, 0.6601366400718689, 0.5427426695823669, 0.7884294986724854, 0.61244136095047]","[0.2224460393190384, 0.2888851761817932, 0.42214077711105347, 0.5528550148010254, 0.41067972779273987]","[0.0024137101136147976, 0.03916919603943825, 0.011079990305006504, 0.005298065021634102, 0.033070407807826996]","[0.05302581191062927, 0.045148443430662155, 0.06554611772298813, 0.010718787088990211, 0.35864999890327454]"
82,base-l,I,"[0.11793950200080872, 0.2863262891769409, 0.30184224247932434, 0.4967791736125946, 0.2361069768667221]","[0.006460936274379492, 0.09170443564653397, 0.06183851882815361, 0.011669685132801533, 0.23877166211605072]","[0.299452006816864, 0.2815965712070465, 0.2898114323616028, 0.09256394952535629, 0.37294140458106995]","[0.8971425890922546, 0.47602561116218567, 0.32446229457855225, 0.285267174243927, 0.32373949885368347]"
30,base-l,I,"[0.8231136202812195, 0.4923636019229889, 0.5329477190971375, 0.48683950304985046, 0.5067728161811829]","[0.47709307074546814, 0.4449174106121063, 0.4371464252471924, 0.44575947523117065, 0.45175668597221375]","[0.475039541721344, 0.13446740806102753, 0.27345430850982666, 0.3714699447154999, 0.4271463453769684]","[0.47811540961265564, 0.4566166400909424, 0.3369738459587097, 0.47426310181617737, 0.4649055302143097]"
46,base-l,I,"[0.5398070812225342, 0.6045176386833191, 0.8042851686477661, 0.7950873374938965, 0.45255863666534424]","[0.11670629680156708, 0.6859201192855835, 0.15018031001091003, 0.27768629789352417, 0.5948262214660645]","[0.26872724294662476, 0.032556671649217606, 0.07172445952892303, 0.09760528057813644, 0.08442620187997818]","[0.11072858422994614, 0.10052435845136642, 0.37590664625167847, 0.07226935029029846, 0.23590731620788574]"
67,base-l,I,"[0.5012359023094177, 0.4989522099494934, 0.5476818084716797, 0.6760708689689636, 0.5033310055732727]","[0.4992213845252991, 0.49941954016685486, 0.5054731369018555, 0.5529614090919495, 0.4947371780872345]","[0.41092053055763245, 0.5241917967796326, 0.5804280042648315, 0.5671424865722656, 0.5833090543746948]","[0.46827054023742676, 0.5596191883087158, 0.5226762294769287, 0.5353913307189941, 0.6151374578475952]"
43,base-l,I,"[0.7665343284606934, 0.917823076248169, 0.8495221734046936, 0.8999243974685669, 0.8013513684272766]","[0.907923698425293, 0.31869983673095703, 0.5323924422264099, 0.7705557346343994, 0.15813091397285461]","[0.0046275765635073185, 0.03158118575811386, 0.01763046532869339, 0.010103650391101837, 0.019008204340934753]","[0.009846653789281845, 0.24333184957504272, 0.05194028839468956, 0.07193369418382645, 0.16578595340251923]"
