index,modelname,resolution,orig_graph_orig_img,orig_graph_adv_img,adv_graph_orig_img,adv_graph_adv_img
75,base-l,II,"[0.41780444979667664, 0.4496503472328186, 0.4889049828052521, 0.4873470366001129, 0.48030295968055725]","[0.38668403029441833, 0.06825096160173416, 0.41563060879707336, 0.13327132165431976, 0.47678712010383606]","[0.09447900950908661, 0.4435310959815979, 0.07192367315292358, 0.13718870282173157, 0.09720552712678909]","[0.08609546720981598, 0.38387930393218994, 0.147611603140831, 0.26105600595474243, 0.3894175589084625]"
10,base-l,II,"[0.49637076258659363, 0.32227909564971924, 0.32947006821632385, 0.30079084634780884, 0.3131861686706543]","[0.22304704785346985, 0.21811267733573914, 0.24571648240089417, 0.4143529534339905, 0.509390115737915]","[0.4991101026535034, 0.49194905161857605, 0.47673025727272034, 0.37775349617004395, 0.4663183093070984]","[0.4045430123806, 0.29428738355636597, 0.7346060872077942, 0.494075745344162, 0.5022986531257629]"
73,base-l,II,"[0.17707888782024384, 0.20789329707622528, 0.1484738439321518, 0.17183421552181244, 0.19180689752101898]","[0.07426584511995316, 0.05672338604927063, 0.03352288529276848, 0.023411821573972702, 0.05993514508008957]","[0.037912044674158096, 0.10513073205947876, 0.037483617663383484, 0.06362670660018921, 0.12078993022441864]","[0.3389442265033722, 0.39429423213005066, 0.3527722954750061, 0.09559518843889236, 0.10305802524089813]"
78,base-l,II,"[0.2046324610710144, 0.37141767144203186, 0.3343190848827362, 0.4061947166919708, 0.1533467173576355]","[0.21419969201087952, 0.042520392686128616, 0.1224307045340538, 0.05956343561410904, 0.014169519767165184]","[0.26714932918548584, 0.15217117965221405, 0.3416428864002228, 0.06877630949020386, 0.24227675795555115]","[0.4837735891342163, 0.767754077911377, 0.5343345999717712, 0.7497583627700806, 0.33525925874710083]"
67,base-l,II,"[0.5041226148605347, 0.5164932608604431, 0.5215809345245361, 0.49529433250427246, 0.5679140686988831]","[0.5308852791786194, 0.5009075403213501, 0.6288751363754272, 0.5134184956550598, 0.4614628553390503]","[0.36841046810150146, 0.5142651796340942, 0.47205522656440735, 0.5199998617172241, 0.5010966658592224]","[0.6348867416381836, 0.482887327671051, 0.4725024104118347, 0.4362594187259674, 0.5005403757095337]"
97,base-l,II,"[0.10935252904891968, 0.33860865235328674, 0.3870735764503479, 0.4263736605644226, 0.4102451205253601]","[0.3348313271999359, 0.005834183190017939, 0.36440935730934143, 0.0038945311680436134, 0.18514123558998108]","[0.0009716273052617908, 0.25491848587989807, 0.020413730293512344, 0.022630129009485245, 0.003519235411658883]","[0.40405452251434326, 0.15836896002292633, 0.05530857667326927, 0.3903403580188751, 0.23753894865512848]"
98,base-l,II,"[0.5828272104263306, 0.7806954979896545, 0.5189385414123535, 0.46130841970443726, 0.4047069549560547]","[0.13139474391937256, 0.012997925281524658, 0.00889980886131525, 0.3510987162590027, 0.008138983510434628]","[0.31924906373023987, 0.005432355683296919, 0.3321353495121002, 0.36750081181526184, 0.43418315052986145]","[0.8120510578155518, 0.6209315657615662, 0.43065154552459717, 0.36528295278549194, 0.7463451623916626]"
35,base-l,II,"[0.6836442947387695, 0.08141523599624634, 0.20173966884613037, 0.2484062761068344, 0.4008103907108307]","[0.020789898931980133, 0.010395589284598827, 0.012523118406534195, 0.028224144130945206, 0.006444941274821758]","[0.08658605068922043, 0.1516091227531433, 0.31599482893943787, 0.38957175612449646, 0.02907492220401764]","[0.46889418363571167, 0.2912198603153229, 0.7526603937149048, 0.48645836114883423, 0.37806829810142517]"
30,base-l,II,"[0.7382041811943054, 0.5040964484214783, 0.4693044126033783, 0.4886310398578644, 0.4947698712348938]","[0.4663631319999695, 0.48240455985069275, 0.4525083601474762, 0.48600146174430847, 0.4377548396587372]","[0.38497623801231384, 0.33332958817481995, 0.298037052154541, 0.16651318967342377, 0.35567009449005127]","[0.49090343713760376, 0.5123940110206604, 0.24534863233566284, 0.4478895664215088, 0.4730468988418579]"
56,base-l,II,"[0.13816864788532257, 0.07856667041778564, 0.04803420230746269, 0.05638530105352402, 0.033838044852018356]","[0.09601301699876785, 0.01361327338963747, 0.00933131668716669, 0.047529589384794235, 0.13251140713691711]","[0.016711343079805374, 0.014480258338153362, 0.004118200391530991, 0.042936280369758606, 0.133052796125412]","[0.0245946254581213, 0.0024367147125303745, 0.06944198906421661, 0.003966069780290127, 0.1274903267621994]"
43,base-l,II,"[0.7948092222213745, 0.8958636522293091, 0.8602361679077148, 0.8577805161476135, 0.8826433420181274]","[0.3121781647205353, 0.7140147686004639, 0.20503664016723633, 0.44004127383232117, 0.8261894583702087]","[0.011501308530569077, 0.013512665405869484, 0.0032437234185636044, 0.009707806631922722, 0.01135556772351265]","[0.27399706840515137, 0.08220833539962769, 0.27348026633262634, 0.25777381658554077, 0.005491351708769798]"
65,base-l,II,"[0.9065320491790771, 0.9113450646400452, 0.9532471895217896, 0.9024481773376465, 0.8415177464485168]","[0.021886376664042473, 0.017695236951112747, 0.2352188378572464, 0.14841172099113464, 0.04610403627157211]","[0.05442078411579132, 0.06679783016443253, 0.07434235513210297, 0.0627635195851326, 0.027902361005544662]","[0.6067789793014526, 0.7965083122253418, 0.48181697726249695, 0.5314552187919617, 0.8970520496368408]"
16,base-l,II,"[0.48023346066474915, 0.27420517802238464, 0.3980151116847992, 0.4302859306335449, 0.4731754660606384]","[0.46378594636917114, 0.4542066156864166, 0.46557801961898804, 0.40660402178764343, 0.48961693048477173]","[0.3551813066005707, 0.4804038405418396, 0.43033191561698914, 0.26103076338768005, 0.0939461886882782]","[0.30438393354415894, 0.13573916256427765, 0.31229808926582336, 0.4737013578414917, 0.05589919537305832]"
76,base-l,II,"[0.8536256551742554, 0.6896257400512695, 0.8837692737579346, 0.6749512553215027, 0.9110560417175293]","[0.7320490479469299, 0.005398591049015522, 0.761236310005188, 0.6411327123641968, 0.3465692102909088]","[0.005834839306771755, 0.01984570547938347, 0.016258632764220238, 0.0064114658161997795, 0.008843465708196163]","[0.00964651070535183, 0.7626605033874512, 0.13852757215499878, 0.22051535546779633, 0.4552055895328522]"
25,base-l,II,"[0.6351999044418335, 0.8258474469184875, 0.438152551651001, 0.5783799290657043, 0.6532858610153198]","[0.657233715057373, 0.6032789349555969, 0.35661834478378296, 0.13369014859199524, 0.2530037462711334]","[0.015187786892056465, 0.014442802406847477, 0.012388483621180058, 0.016990968957543373, 0.01759163849055767]","[0.0026250556111335754, 0.06059737876057625, 0.007341413758695126, 0.0040283966809511185, 0.0029937410727143288]"
33,base-l,II,"[0.45434826612472534, 0.41560712456703186, 0.06855448335409164, 0.48319441080093384, 0.5889138579368591]","[0.05043908208608627, 0.42793530225753784, 0.04090661555528641, 0.10481549054384232, 0.05362335592508316]","[0.19708938896656036, 0.02959858439862728, 0.4300316572189331, 0.01385466754436493, 0.02110772393643856]","[0.48548826575279236, 0.48827967047691345, 0.44000527262687683, 0.4638746380805969, 0.4805414378643036]"
9,base-l,II,"[0.5884336829185486, 0.4198617935180664, 0.5792725682258606, 0.43806326389312744, 0.4983766973018646]","[0.41911059617996216, 0.44112110137939453, 0.23270480334758759, 0.34680449962615967, 0.429841011762619]","[0.5752853155136108, 0.5479967594146729, 0.7569736242294312, 0.44046682119369507, 0.5181443095207214]","[0.5110318064689636, 0.8229067325592041, 0.3816780149936676, 0.3898920714855194, 0.4628921449184418]"
44,base-l,II,"[0.5256891250610352, 0.482197105884552, 0.3761681914329529, 0.2718592882156372, 0.7709043025970459]","[0.7500643730163574, 0.4838610291481018, 0.40375247597694397, 0.3425680994987488, 0.5093613266944885]","[0.3419378995895386, 0.20974059402942657, 0.5937930941581726, 0.8561486005783081, 0.19827815890312195]","[0.28497862815856934, 0.12551188468933105, 0.47767263650894165, 0.47474950551986694, 0.7763720154762268]"
39,base-l,II,"[0.9466179609298706, 0.4966944754123688, 0.5511889457702637, 0.5413466691970825, 0.8427542448043823]","[0.4817146062850952, 0.4916136860847473, 0.8235980272293091, 0.5465518832206726, 0.8473178148269653]","[0.01489196065813303, 0.2792454659938812, 0.3545151352882385, 0.023791788145899773, 0.12197144329547882]","[0.06069175899028778, 0.48552030324935913, 0.32402005791664124, 0.3366413712501526, 0.2548941373825073]"
7,base-l,II,"[0.47223415970802307, 0.3215584456920624, 0.6877554655075073, 0.49179893732070923, 0.5176891684532166]","[0.41104429960250854, 0.7163366675376892, 0.22847187519073486, 0.11172904074192047, 0.36878225207328796]","[0.013275844044983387, 0.007932841777801514, 0.01972881704568863, 0.008780776523053646, 0.007299978286027908]","[0.002287487965077162, 0.006463546305894852, 0.23853634297847748, 0.08618509769439697, 0.005944757256656885]"
60,base-l,II,"[0.3670310378074646, 0.21034753322601318, 0.14294566214084625, 0.3240385353565216, 0.05814286321401596]","[0.28043803572654724, 0.16815967857837677, 0.12071077525615692, 0.36029747128486633, 0.19605113565921783]","[0.09381978958845139, 0.3475636839866638, 0.3786013424396515, 0.1281621754169464, 0.46381691098213196]","[0.10384661704301834, 0.09344863146543503, 0.052139684557914734, 0.026174817234277725, 0.026306528598070145]"
28,base-l,II,"[0.3603649139404297, 0.23153069615364075, 0.09016502648591995, 0.3338328003883362, 0.05020129680633545]","[0.2253028154373169, 0.3007409870624542, 0.226880744099617, 0.23630847036838531, 0.13681849837303162]","[0.21616433560848236, 0.008088154718279839, 0.004872601479291916, 0.23214028775691986, 0.3781226575374603]","[0.2910878658294678, 0.052420325577259064, 0.3179229199886322, 0.32342544198036194, 0.3842789828777313]"
52,base-l,II,"[0.47970229387283325, 0.2992793023586273, 0.281244158744812, 0.4440854489803314, 0.21427956223487854]","[0.045248422771692276, 0.09023624658584595, 0.3005303144454956, 0.18349729478359222, 0.19906288385391235]","[0.341380774974823, 0.37606051564216614, 0.0649123266339302, 0.33947014808654785, 0.2897023856639862]","[0.014060916379094124, 0.269107460975647, 0.1787852644920349, 0.36087459325790405, 0.5865768790245056]"
58,base-l,II,"[0.4206725060939789, 0.19784070551395416, 0.26555728912353516, 0.08355484902858734, 0.020956624299287796]","[0.017803171649575233, 0.06022679805755615, 0.0175202414393425, 0.022670067846775055, 0.014662720263004303]","[0.029303420335054398, 0.021007323637604713, 0.012309132143855095, 0.03686843812465668, 0.009728491306304932]","[0.1182594746351242, 0.1331612467765808, 0.47873350977897644, 0.04565684497356415, 0.07831478863954544]"
71,base-l,II,"[0.2152153104543686, 0.2760760188102722, 0.1934032440185547, 0.17632168531417847, 0.3692644536495209]","[0.38960281014442444, 0.08901873230934143, 0.3458944261074066, 0.2335081398487091, 0.06775875389575958]","[0.0293823704123497, 0.16514456272125244, 0.0898284837603569, 0.2038121223449707, 0.2998335361480713]","[0.3080032467842102, 0.451558381319046, 0.33644184470176697, 0.4561152458190918, 0.46716439723968506]"
81,base-l,II,"[0.4268442988395691, 0.4884317219257355, 0.4934421181678772, 0.48398035764694214, 0.46738675236701965]","[0.05668272823095322, 0.34634602069854736, 0.3876515030860901, 0.5629454255104065, 0.5189024209976196]","[0.35317468643188477, 0.13850125670433044, 0.16789285838603973, 0.26571324467658997, 0.2614331841468811]","[0.13238607347011566, 0.12570373713970184, 0.26486021280288696, 0.45098036527633667, 0.122977614402771]"
22,base-l,II,"[0.9021700620651245, 0.9706137180328369, 0.9160136580467224, 0.9482433795928955, 0.9524518847465515]","[0.9529538154602051, 0.5158846378326416, 0.9684154987335205, 0.9575127363204956, 0.9532703161239624]","[0.0030132681131362915, 0.004136635456234217, 0.0030693060252815485, 0.004555592313408852, 0.006406092084944248]","[0.06934723258018494, 0.3385649025440216, 0.0017356534954160452, 0.013542714528739452, 0.0018417519750073552]"
51,base-l,II,"[0.04223332554101944, 0.4008132219314575, 0.37732410430908203, 0.17934441566467285, 0.06880728900432587]","[0.36410075426101685, 0.20384036004543304, 0.32030633091926575, 0.4145471155643463, 0.3783732056617737]","[0.006532857194542885, 0.017377058044075966, 0.0034588559065014124, 0.002764869248494506, 0.00265122065320611]","[0.0019145384430885315, 0.00027733464958146214, 0.0011617070995271206, 0.0005510528571903706, 0.005407129880040884]"
1,base-l,II,"[0.48968857526779175, 0.4950430393218994, 0.4824661314487457, 0.5130188465118408, 0.4885668456554413]","[0.4719788134098053, 0.47301486134529114, 0.49985095858573914, 0.4950283169746399, 0.4838089644908905]","[0.477209210395813, 0.45253071188926697, 0.37764886021614075, 0.4173583388328552, 0.38867783546447754]","[0.4527389705181122, 0.38792482018470764, 0.46579882502555847, 0.38135436177253723, 0.4444921016693115]"
88,base-l,II,"[0.29914671182632446, 0.3947296142578125, 0.44090133905410767, 0.40085291862487793, 0.24220755696296692]","[0.06036423146724701, 0.3569525480270386, 0.15054163336753845, 0.3151469826698303, 0.28990161418914795]","[0.12160708010196686, 0.3213920295238495, 0.08259265869855881, 0.06713340431451797, 0.035035502165555954]","[0.09631115198135376, 0.26354143023490906, 0.18370942771434784, 0.10123822093009949, 0.2609245777130127]"
18,base-l,II,"[0.4798600673675537, 0.4769324064254761, 0.491835355758667, 0.48374009132385254, 0.4819800853729248]","[0.09875354170799255, 0.1521628499031067, 0.09338042885065079, 0.21251726150512695, 0.2921804189682007]","[0.00620232243090868, 0.008379503153264523, 0.0017598893027752638, 0.001305261394008994, 0.0026357059832662344]","[0.3563050329685211, 0.26199793815612793, 0.37662196159362793, 0.023551620543003082, 0.017152953892946243]"
53,base-l,II,"[0.09739495813846588, 0.4215686619281769, 0.3371599316596985, 0.18393516540527344, 0.39446312189102173]","[0.09661686420440674, 0.2157050222158432, 0.08360997587442398, 0.31832587718963623, 0.20824600756168365]","[0.001016707275994122, 0.023064687848091125, 0.004606341943144798, 0.003733290359377861, 0.003134395694360137]","[0.33880600333213806, 0.015845324844121933, 0.0009953478584066033, 0.003352566622197628, 0.0027417209930717945]"
80,base-l,II,"[0.2076047658920288, 0.02512739971280098, 0.15952931344509125, 0.055785443633794785, 0.22059518098831177]","[0.07268916070461273, 0.04143571853637695, 0.07773936539888382, 0.17599350214004517, 0.06578487902879715]","[0.08313696831464767, 0.08699819445610046, 0.25485095381736755, 0.20737142860889435, 0.02989371120929718]","[0.4650038778781891, 0.21320486068725586, 0.4627723693847656, 0.3311767578125, 0.5932181477546692]"
93,base-l,II,"[0.8698599338531494, 0.4231717586517334, 0.7745543718338013, 0.41648200154304504, 0.4025202989578247]","[0.014836747199296951, 0.4034036695957184, 0.4450598955154419, 0.4386168420314789, 0.08175772428512573]","[0.025306953117251396, 0.3988558053970337, 0.18103021383285522, 0.32324865460395813, 0.5229241251945496]","[0.008115701377391815, 0.05426236614584923, 0.1518155187368393, 0.09697645902633667, 0.3184007704257965]"
45,base-l,II,"[0.6717038750648499, 0.5758873820304871, 0.5484175086021423, 0.3936035931110382, 0.8012762069702148]","[0.0717296451330185, 0.22159241139888763, 0.13643676042556763, 0.09268652647733688, 0.05918099731206894]","[0.048388734459877014, 0.009309671819210052, 0.03427446633577347, 0.024151695892214775, 0.0025503779761493206]","[0.5715608596801758, 0.560866117477417, 0.541960597038269, 0.5123383402824402, 0.5348670482635498]"
15,base-l,II,"[0.6943038702011108, 0.8307814598083496, 0.8257124423980713, 0.5850744843482971, 0.618091881275177]","[0.3271770179271698, 0.33969712257385254, 0.7118304967880249, 0.20903852581977844, 0.47162288427352905]","[0.02420288883149624, 0.0026213396340608597, 0.007383198477327824, 0.02802360989153385, 0.009457601234316826]","[0.05904741585254669, 0.06477349996566772, 0.011048299260437489, 0.035724181681871414, 0.3727635443210602]"
4,base-l,II,"[0.031122567132115364, 0.0721760019659996, 0.3697342276573181, 0.04038141667842865, 0.43725353479385376]","[0.019029555842280388, 0.07264307886362076, 0.07621429115533829, 0.03833369165658951, 0.020732756704092026]","[0.5449622869491577, 0.5128219127655029, 0.00903199054300785, 0.4472462236881256, 0.05324896425008774]","[0.5445873737335205, 0.4772702157497406, 0.3586732745170593, 0.44946467876434326, 0.5378237366676331]"
41,base-l,II,"[0.9257530570030212, 0.48709601163864136, 0.7996073365211487, 0.5846325159072876, 0.4796377718448639]","[0.6406257152557373, 0.8822550773620605, 0.7509421110153198, 0.34374940395355225, 0.4595327079296112]","[0.008845609612762928, 0.004952016286551952, 0.019572315737605095, 0.005186138674616814, 0.004997342824935913]","[0.01168577279895544, 0.00670947739854455, 0.01556716300547123, 0.02847788669168949, 0.008899873122572899]"
8,base-l,II,"[0.49410995841026306, 0.7291765213012695, 0.4810855984687805, 0.5737036466598511, 0.41921013593673706]","[0.5932992696762085, 0.5879359841346741, 0.4940435290336609, 0.6236138939857483, 0.6156072616577148]","[0.0031553423032164574, 0.005348164588212967, 0.015382599085569382, 0.01626943051815033, 0.4719136357307434]","[0.013771719299256802, 0.015000876970589161, 0.05041192099452019, 0.003949316218495369, 0.05501682683825493]"
57,base-l,II,"[0.35856297612190247, 0.2977997660636902, 0.2753373086452484, 0.12581217288970947, 0.45150628685951233]","[0.10260035842657089, 0.09872449934482574, 0.13432246446609497, 0.10541969537734985, 0.031002864241600037]","[0.00984447356313467, 0.42273837327957153, 0.0044967555440962315, 0.002117323921993375, 0.003920646384358406]","[0.03272964432835579, 0.3193592429161072, 0.09522604197263718, 0.2642538845539093, 0.408128559589386]"
68,base-l,II,"[0.33854368329048157, 0.1381654441356659, 0.20418037474155426, 0.32629695534706116, 0.2991514801979065]","[0.09937740862369537, 0.03445814549922943, 0.05033205449581146, 0.1190837174654007, 0.18055586516857147]","[0.040239907801151276, 0.3767724931240082, 0.32138365507125854, 0.04589514434337616, 0.004191812127828598]","[0.34879547357559204, 0.11038060486316681, 0.21445448696613312, 0.2605913281440735, 0.20653188228607178]"
0,base-l,II,"[0.8619405031204224, 0.5259959101676941, 0.5942232012748718, 0.5636199712753296, 0.4861651062965393]","[0.24976438283920288, 0.4943787455558777, 0.408758282661438, 0.3316178619861603, 0.43563246726989746]","[0.04742061719298363, 0.0093715600669384, 0.16422399878501892, 0.29042288661003113, 0.05656899884343147]","[0.4620576500892639, 0.2705346941947937, 0.07776433974504471, 0.39828839898109436, 0.05682395026087761]"
83,base-l,II,"[0.4166194796562195, 0.42955929040908813, 0.456107497215271, 0.5114545822143555, 0.5085818767547607]","[0.5658513307571411, 0.5383192300796509, 0.4804171621799469, 0.5100065469741821, 0.4601840674877167]","[0.20013956725597382, 0.21496933698654175, 0.26609253883361816, 0.3545541763305664, 0.3677622377872467]","[0.2949528992176056, 0.3226874768733978, 0.4380626678466797, 0.2183055728673935, 0.2993640899658203]"
62,base-l,II,"[0.21056893467903137, 0.08550182729959488, 0.1805899441242218, 0.13221444189548492, 0.1739807426929474]","[0.46378234028816223, 0.09976337850093842, 0.3036266565322876, 0.40053707361221313, 0.45612889528274536]","[0.3733988404273987, 0.2673962712287903, 0.3667677342891693, 0.2614702582359314, 0.13628269731998444]","[0.4839213490486145, 0.3089117705821991, 0.36633580923080444, 0.4175655245780945, 0.3997543156147003]"
70,base-l,II,"[0.5685346722602844, 0.5115607380867004, 0.4742039442062378, 0.6378817558288574, 0.7097893953323364]","[0.7252333164215088, 0.4562678337097168, 0.4714100658893585, 0.5212135910987854, 0.4754047393798828]","[0.4094235301017761, 0.3014969825744629, 0.4724462628364563, 0.5120359063148499, 0.31547999382019043]","[0.3715570271015167, 0.40116429328918457, 0.4477458596229553, 0.7024447917938232, 0.45225268602371216]"
47,base-l,II,"[0.2778211534023285, 0.5884979963302612, 0.026178188621997833, 0.4565728008747101, 0.3891713619232178]","[0.21863028407096863, 0.022717613726854324, 0.19999603927135468, 0.3062567114830017, 0.853323221206665]","[0.44467079639434814, 0.1630508303642273, 0.7428568601608276, 0.18190935254096985, 0.3955698013305664]","[0.22659364342689514, 0.8620008230209351, 0.677223801612854, 0.015452138148248196, 0.1478060632944107]"
6,base-l,II,"[0.4499337077140808, 0.5199472904205322, 0.20687419176101685, 0.12579964101314545, 0.11369301378726959]","[0.11082515120506287, 0.10409179329872131, 0.008595739491283894, 0.016329286620020866, 0.24087849259376526]","[0.48833173513412476, 0.2732802927494049, 0.3214271068572998, 0.7437713742256165, 0.5116614699363708]","[0.7220567464828491, 0.6331272125244141, 0.8450443744659424, 0.7818756699562073, 0.8744412064552307]"
74,base-l,II,"[0.006749751511961222, 0.1646680235862732, 0.19684001803398132, 0.024897295981645584, 0.37333163619041443]","[0.033134255558252335, 0.08058981597423553, 0.02612389624118805, 0.01988254114985466, 0.017497660592198372]","[0.062428295612335205, 0.4943771958351135, 0.41592174768447876, 0.36464452743530273, 0.47753530740737915]","[0.42420339584350586, 0.4530732333660126, 0.4494560658931732, 0.4138912856578827, 0.4465615451335907]"
5,base-l,II,"[0.7943755984306335, 0.4493227005004883, 0.41838252544403076, 0.48745399713516235, 0.8485606908798218]","[0.02000078745186329, 0.005762532819062471, 0.01228224579244852, 0.010740016587078571, 0.020330760627985]","[0.01585594192147255, 0.007504813838750124, 0.028324607759714127, 0.05640644580125809, 0.04468689113855362]","[0.46842190623283386, 0.48561519384384155, 0.7933469414710999, 0.7574574947357178, 0.5996191501617432]"
82,base-l,II,"[0.1406169831752777, 0.17034122347831726, 0.2775997221469879, 0.5336792469024658, 0.39558783173561096]","[0.011550692841410637, 0.003467484377324581, 0.08542484045028687, 0.11033235490322113, 0.28121358156204224]","[0.2611238360404968, 0.33848223090171814, 0.3377409875392914, 0.04807450249791145, 0.23905429244041443]","[0.3296087384223938, 0.8606390953063965, 0.3611566424369812, 0.41724124550819397, 0.14466288685798645]"
66,base-l,II,"[0.40470364689826965, 0.2493116706609726, 0.3383913040161133, 0.4572197496891022, 0.38027966022491455]","[0.459288626909256, 0.44529685378074646, 0.4237269163131714, 0.48405465483665466, 0.06853082776069641]","[0.32071396708488464, 0.4604748487472534, 0.20557901263237, 0.4633544981479645, 0.288675993680954]","[0.403026819229126, 0.4267130196094513, 0.35288378596305847, 0.46804824471473694, 0.5895349383354187]"
96,base-l,II,"[0.5206705331802368, 0.5216459035873413, 0.45571550726890564, 0.1937311738729477, 0.1947041153907776]","[0.007656681351363659, 0.008243747986853123, 0.009634798392653465, 0.056291062384843826, 0.016960222274065018]","[0.015506353229284286, 0.10602697730064392, 0.4048464894294739, 0.2660921812057495, 0.46253085136413574]","[0.8968711495399475, 0.9343799352645874, 0.6545011401176453, 0.9029892683029175, 0.8884358406066895]"
27,base-l,II,"[0.48663991689682007, 0.39499083161354065, 0.24132764339447021, 0.49030444025993347, 0.48895931243896484]","[0.4379779100418091, 0.4711513817310333, 0.45895421504974365, 0.4844743609428406, 0.4305071532726288]","[0.22031967341899872, 0.47838112711906433, 0.0014461618848145008, 0.030737319961190224, 0.010603170841932297]","[0.46679070591926575, 0.4850575029850006, 0.4813953936100006, 0.49589803814888, 0.48501405119895935]"
17,base-l,II,"[0.2544825077056885, 0.30619651079177856, 0.47506824135780334, 0.45973336696624756, 0.20492804050445557]","[0.22847026586532593, 0.4580417573451996, 0.6712002754211426, 0.5482391119003296, 0.41542139649391174]","[0.35596132278442383, 0.445590615272522, 0.1566588580608368, 0.057642221450805664, 0.3373306095600128]","[0.3560712933540344, 0.25157439708709717, 0.5541021227836609, 0.4168815612792969, 0.49252358078956604]"
54,base-l,II,"[0.6336467266082764, 0.5068588256835938, 0.6606153249740601, 0.544274628162384, 0.6245176792144775]","[0.28352847695350647, 0.37981149554252625, 0.209782674908638, 0.3850039839744568, 0.2455664724111557]","[0.015088480897247791, 0.003786457236856222, 0.0015253565507009625, 0.005118647124618292, 0.0020582566503435373]","[0.3423640727996826, 0.22463689744472504, 0.3653286397457123, 0.21591942012310028, 0.31203362345695496]"
49,base-l,II,"[0.25900083780288696, 0.4010035991668701, 0.26066797971725464, 0.5153474807739258, 0.4656830132007599]","[0.5051456093788147, 0.1891029179096222, 0.32645919919013977, 0.217452734708786, 0.41704100370407104]","[0.0014144956367090344, 0.0012157484889030457, 0.0021046013571321964, 0.0013180942041799426, 0.0005989769706502557]","[0.010034116916358471, 0.0007405697833746672, 0.002597310347482562, 0.004098687320947647, 0.011234748177230358]"
37,base-l,II,"[0.5455589890480042, 0.5099271535873413, 0.5407457947731018, 0.5458362102508545, 0.43178004026412964]","[0.5675326585769653, 0.2839902639389038, 0.4686182737350464, 0.7625904083251953, 0.1442670375108719]","[0.5605481863021851, 0.49788349866867065, 0.6966838836669922, 0.18259069323539734, 0.3389109671115875]","[0.579832911491394, 0.7043102979660034, 0.8584661483764648, 0.3173157572746277, 0.5415409803390503]"
20,base-l,II,"[0.8268164396286011, 0.08095553517341614, 0.6509851217269897, 0.848635196685791, 0.9464390277862549]","[0.6043962240219116, 0.5449123978614807, 0.4423912763595581, 0.2862558960914612, 0.8122345805168152]","[0.38101527094841003, 0.45553913712501526, 0.4829992949962616, 0.1480846256017685, 0.020494597032666206]","[0.47743454575538635, 0.4886455535888672, 0.44361820816993713, 0.418742299079895, 0.10233425348997116]"
92,base-l,II,"[0.022523386403918266, 0.49035531282424927, 0.32215574383735657, 0.46489250659942627, 0.4655969738960266]","[0.029047992080450058, 0.017041437327861786, 0.06554947048425674, 0.016030803322792053, 0.04908682405948639]","[0.47849351167678833, 0.4830326735973358, 0.4756563901901245, 0.45031121373176575, 0.4317847490310669]","[0.47751882672309875, 0.47854435443878174, 0.46141988039016724, 0.45979905128479004, 0.4827807545661926]"
38,base-l,II,"[0.04181059077382088, 0.15404103696346283, 0.12406932562589645, 0.19864436984062195, 0.026243116706609726]","[0.060926806181669235, 0.03649400919675827, 0.08398207277059555, 0.05561305582523346, 0.06149210408329964]","[0.04602467641234398, 0.06297161430120468, 0.09288066625595093, 0.06733782589435577, 0.03765023499727249]","[0.08998343348503113, 0.04281360283493996, 0.05219827964901924, 0.05594833567738533, 0.03552880138158798]"
72,base-l,II,"[0.08452650159597397, 0.21253566443920135, 0.03664659336209297, 0.20727600157260895, 0.05538402497768402]","[0.0216993298381567, 0.005284895654767752, 0.003326287493109703, 0.031045757234096527, 0.019645221531391144]","[0.22728437185287476, 0.01925567537546158, 0.08177126944065094, 0.03548126295208931, 0.03958730399608612]","[0.3322364091873169, 0.16659802198410034, 0.1962648183107376, 0.2225094437599182, 0.15962877869606018]"
89,base-l,II,"[0.7608428597450256, 0.9298611283302307, 0.7754040956497192, 0.3673248589038849, 0.866132378578186]","[0.2915097773075104, 0.02509767934679985, 0.07262738794088364, 0.11340361088514328, 0.008128546178340912]","[0.4794022738933563, 0.28561466932296753, 0.36543387174606323, 0.24322369694709778, 0.3939616084098816]","[0.49795109033584595, 0.9016108512878418, 0.5998503565788269, 0.7900699973106384, 0.6153820753097534]"
48,base-l,II,"[0.41464531421661377, 0.4623505175113678, 0.2708732485771179, 0.4149821102619171, 0.2356550097465515]","[0.32925769686698914, 0.31263449788093567, 0.06136708706617355, 0.2989920675754547, 0.11084356904029846]","[0.1431179642677307, 0.41897323727607727, 0.16579623520374298, 0.32900112867355347, 0.4225817620754242]","[0.44139719009399414, 0.29155677556991577, 0.2270953506231308, 0.13639913499355316, 0.5153506994247437]"
99,base-l,II,"[0.7333656549453735, 0.5337228178977966, 0.5149787068367004, 0.30230942368507385, 0.0455460287630558]","[0.13099037110805511, 0.16109734773635864, 0.029851485043764114, 0.2549366354942322, 0.00973239541053772]","[0.023759257048368454, 0.05898335203528404, 0.3000231087207794, 0.19237980246543884, 0.8111188411712646]","[0.7724521160125732, 0.9278578758239746, 0.8758344650268555, 0.8568410873413086, 0.7529873847961426]"
86,base-l,II,"[0.47080856561660767, 0.4779648780822754, 0.439486563205719, 0.5048529505729675, 0.4462067186832428]","[0.45647117495536804, 0.4186107814311981, 0.3988282084465027, 0.4275975823402405, 0.01828472875058651]","[0.1980835646390915, 0.4123475253582001, 0.2685149908065796, 0.47370535135269165, 0.13723397254943848]","[0.2307802438735962, 0.48173028230667114, 0.38365331292152405, 0.41645547747612, 0.2696259319782257]"
